Element ID,Tag name,Name,No. clicks,Visible?,Snapshot information
75,span,Introibo ad altare Dei,163,true,3 | Infinite Ulysses   •   http://www.infiniteulysses.com/ulysses/3
70,p,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and",153,true,"created 3-7-2015   •   14 days 22 hours 35 mins   •   767 visits, 2176 clicks"
71,span,bearing a bowl,150,true
57,a,Go to previous page,137,true
91,span,Chrysostomos,108,true
79,span,Kinch,107,true
143,div,"Author: Amanda Visconti Date: January 29, 2015link Useful? 0% 100%Quote: untonsuredText: Tonsuring i",103,true
103,a,Go to next page,92,true
58,a,Go to next page,70,true
86,span,grained and hued like pale oak,67,true
89,span,Christine,57,true
135,select,sort_by,54,true
85,span,untonsured,53,true
448,textarea,annotator-field-0,52,false
453,a,(more),45,false
88,span,preacher's tone,40,true
14,a,Infinite Ulysses,36,true
82,span,Dedalus,36,true
20,a,Read Ulysses,32,true
117,input,annotator-filter-text,29,true
17,a,Menu,27,true
90,span,ouns,27,true
63,article,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and",26,true
447,span,fa fa-bookmark,22,false
83,span,made rapid crosses,20,true
120,input,annotator-filter-user,20,true
102,a,Go to previous page,18,true
220,div,Translates to : I will go to the altar of G,16,true
106,button,Annotate,15,true
80,span,Jesuit,14,true
461,span,overlooks the coastline and the town of Sandycove with Dublin in the distance. Martello towers were,14,false
73,span,—,13,true
81,span,Stephen Dedalus,13,true
116,label,Annotation,13,true
22,a,Tour,12,true
33,a,Log In,12,true
38,div,"3 ‹ Telemachus 4 › 3 3 Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lathe",11,true
62,div,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and",11,true
123,input,annotator-filter-tags,11,true
177,div,Tonsuring is the practice of shaving off the crown of a priest or monk's hair (e.g. to show their di,11,true
454,a,About,10,false
26,a,Credits,9,true
56,div,‹ Telemachus 4 ›,9,true
84,span,looked coldly,9,true
455,a,Log out,9,false
451,a,create a site account,8,false
37,div,Beta Mode!,7,true
154,a,link,7,true
442,a,Survey,7,true
452,button,Clear,7,false
458,a,Sign Up!,7,false
459,a,edit,7,false
473,p,Your browser window is currently too small; please widen it or switch to a device with a wider viewi,7,false
194,a,View user profile.,6,true
247,div,Useful? 50% 50%,6,true
308,div,"Stephen and Mulligan are friends, yet there's a tension between them. Stephen is an aspiring writer,",6,true
432,a,The Text,6,true
449,input,annotator-field-1,6,false
52,div,"‹ Telemachus 4 › 3 3 Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather",5,true
119,label,User,5,true
376,a,Episode 1: Telemachus,5,true
107,div,Filter Displayed HighlightsAnnotation ClearUser ClearTag Clear Sort by Show first:Top-RatedLowest Ra,4,true
122,label,Tag,4,true
265,div,Mulligan continues to mock the Mass by making the sign of the cross (a Catholic hand gesture),4,true
463,div,Annotate,4,false
464,input,tags,4,false
28,a,Contact,3,true
36,div,Beta Mode!,3,true
49,div,"‹ Telemachus 4 › 3 3 Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather",3,true
159,div,Useful? 0% 100%,3,true
348,div,Chrysostomos,3,true
396,a,Episode 11: Sirens,3,true
421,a,Accessibility,3,true
423,a,Tag Explanation,3,true
425,a,Teaching & Book Clubs,3,true
475,input,Add tags,3,false
24,a,Research,2,true
50,div,"‹ Telemachus 4 › 3 3 Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather",2,true
65,div,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and",2,true
101,div,‹ Telemachus 4 ›,2,true
113,div,Annotation ClearUser ClearTag Clear,2,true
151,a,View user profile.,2,true
172,div,untonsured,2,true
174,div,Text:,2,true
200,img,Annotation author: CarTay,2,true
231,a,religion,2,true
417,a,User Rights,2,true
456,div,(You haven't set a bookmark yet. Click the bookmark icon at the top of one of the pages of the novel,2,false
457,li,Menu (You haven't set a bookmark yet. Click the bookmark icon at the top of one of the pages of the,2,false
471,a,style,2,false
13,p,Infinite Ulysses,1,true
118,span,User Clear,1,true
121,span,Tag Clear,1,true
124,div,"Sort by Show first:Top-RatedLowest RatedNewestOldestAuthor: Amanda Visconti Date: January 29, 2015li",1,true
129,div,Sort by Show first:Top-RatedLowest RatedNewestOldest,1,true
146,li,"Author: Amanda Visconti Date: January 29, 2015link Useful? 0% 100%Quote: untonsuredText: Tonsuring i",1,true
163,a,infiniteulysses.com/ulysses/3?rate=2Kp96ocAYv5ZvBlUCvKnkoOPjXrdBE5i3oZBT2c_Nco,1,true
173,div,Text: Tonsuring is the practice of shaving off the crown of a priest or monk's hair (e.g. to show th,1,true
180,div,All tags define I disagree that this is the motive for tonsuring; the Wikipedia article discusses th,1,true
186,a,I disagree that this is the motive for tonsuring; the Wikipedia article discusses the origin of it,1,true
189,li,"Author: CarTay Date: March 4, 2015link Useful? 100% 0%Quote: Introibo ad altare DeiText: Translates",1,true
197,a,link,1,true
205,li,100%,1,true
215,div,Introibo ad altare Dei,1,true
229,a,Latin,1,true
234,li,"Author: Amanda Visconti Date: January 29, 2015link Useful? 50% 50%Quote: made rapid crossesText: Mul",1,true
261,div,Text: Mulligan continues to mock the Mass by making the sign of the cross (a Catholic hand gesture),1,true
277,li,"Author: Amanda Visconti Date: February 14, 2015link Useful? 50% 50%Quote: looked coldlyText: Stephen",1,true
353,div,"Reference to Saint John Chrysostom, nicknamed ""the golden-mouthed"" for his speaking ability; Stephen",1,true
386,a,Episode 6: Hades,1,true
390,a,Episode 8: Lestrygonians,1,true
398,a,Episode 12: Cyclops,1,true
400,a,Episode 13: Nausicaa,1,true
415,a,Terms of Use,1,true
436,a,Data Plan,1,true
438,a,IP & Copyright,1,true
450,p,Alert: create a site account to see and use most of the book page features.,1,false
460,span,flag-collect-annotations flag-collect-annotations-1960 flag-wrapper,1,false
462,span,fa fa-exclamation-circle,1,false
465,span,flag-abuse-node flag-abuse-node-1918 flag-wrapper,1,false
466,a,infiniteulysses.com/ulysses/3?nid_1=908%2C1918&sort_by=random&rate=LpiJIJ1oWE2EtEkff9nvviZmYT2gorF-2BhIbS6haas,1,false
467,li,Nicely put abscence of an abscence,1,false
468,div,tag-widget,1,false
469,span,rate-button-2,1,false
470,a,(less),1,false
472,article,"Author: ghostprof Date: February 5, 2015link Useful? 100% 0% Quote: bearing a bowlText: it may also",1,false
474,span,rate-button-1,1,false
476,a,infiniteulysses.com/ulysses/3?nid_1=1962&sort_by=random&rate=dGfidtUaX0X83TW30IYFNQkZB7Xu-QFP6i6F9e0Nw6c,1,false
477,a,My Bookmark,1,false
478,a,Resources,1,false
